2017-10-22 12:07:22.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:08:23.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:09:24.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:10:25.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:11:25.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:12:25.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:13:26.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:14:26.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:15:26.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:16:27.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:17:27.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:18:28.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:19:28.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:20:29.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:21:29.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:22:29.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:23:30.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:24:31.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:25:31.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:26:32.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:27:32.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:28:32.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:29:33.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:30:34.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:31:34.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:32:35.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:33:36.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:34:36.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:35:37.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:36:37.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:37:38.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:38:39.000000,5549.5666N,00313.1136W,255.2,0,-0.0
2017-10-22 12:39:40.000000,5549.5666N,00313.1136W,255.2,0,-0.0
